Input Mass	Matched Mass	Delta	Name	Formula	Ion	LMSD Examples
778.537	778.5381	.0011	PC 36:6	C44H76NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 36:6
778.537	778.5381	.0011	PC 36:6	C44H76NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 36:6
780.553	780.5538	.0008	PC 36:5	C44H78NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 36:5
782.567	782.5694	.0024	PC 36:4	C44H80NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 36:4
782.568	782.5694	.0014	PC 36:4	C44H80NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 36:4
782.568	782.5694	.0014	PC 36:4	C44H80NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 36:4
782.568	782.5694	.0014	PC 36:4	C44H80NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 36:4
782.568	782.5694	.0014	PC 36:4	C44H80NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 36:4
782.569	782.5694	.0004	PC 36:4	C44H80NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 36:4
782.569	782.5694	.0004	PC 36:4	C44H80NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 36:4
782.569	782.5694	.0004	PC 36:4	C44H80NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 36:4
782.569	782.5694	.0004	PC 36:4	C44H80NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 36:4
782.569	782.5694	.0004	PC 36:4	C44H80NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 36:4
782.57	782.5694	.0006	PC 36:4	C44H80NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 36:4
782.57	782.5694	.0006	PC 36:4	C44H80NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 36:4
782.57	782.5694	.0006	PC 36:4	C44H80NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 36:4
784.584	784.5851	.0011	PC 36:3	C44H82NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 36:3
784.584	784.5851	.0011	PC 36:3	C44H82NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 36:3
784.584	784.5851	.0011	PC 36:3	C44H82NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 36:3
784.584	784.5851	.0011	PC 36:3	C44H82NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 36:3
784.585	784.5851	.0001	PC 36:3	C44H82NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 36:3
786.599	786.6007	.0017	PC 36:2	C44H84NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 36:2
786.599	786.6007	.0017	PC 36:2	C44H84NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 36:2
786.599	786.6007	.0017	PC 36:2	C44H84NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 36:2
786.6	786.6007	.0007	PC 36:2	C44H84NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 36:2
786.6	786.6007	.0007	PC 36:2	C44H84NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 36:2
786.6	786.6007	.0007	PC 36:2	C44H84NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 36:2
786.6	786.6007	.0007	PC 36:2	C44H84NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 36:2
786.6	786.6007	.0007	PC 36:2	C44H84NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 36:2
786.6	786.6007	.0007	PC 36:2	C44H84NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 36:2
786.601	786.6007	.0003	PC 36:2	C44H84NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 36:2
786.601	786.6007	.0003	PC 36:2	C44H84NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 36:2
786.601	786.6007	.0003	PC 36:2	C44H84NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 36:2
786.601	786.6007	.0003	PC 36:2	C44H84NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 36:2
786.601	786.6007	.0003	PC 36:2	C44H84NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 36:2
786.601	786.6007	.0003	PC 36:2	C44H84NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 36:2
786.601	786.6007	.0003	PC 36:2	C44H84NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 36:2
786.601	786.6007	.0003	PC 36:2	C44H84NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 36:2
786.601	786.6007	.0003	PC 36:2	C44H84NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 36:2
786.601	786.6007	.0003	PC 36:2	C44H84NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 36:2
786.601	786.6007	.0003	PC 36:2	C44H84NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 36:2
786.601	786.6007	.0003	PC 36:2	C44H84NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 36:2
786.602	786.6007	.0013	PC 36:2	C44H84NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 36:2
788.615	788.6164	.0014	PC 36:1	C44H86NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 36:1
788.615	788.6164	.0014	PC 36:1	C44H86NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 36:1
788.616	788.6164	.0004	PC 36:1	C44H86NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 36:1
788.616	788.6164	.0004	PC 36:1	C44H86NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 36:1
788.616	788.6164	.0004	PC 36:1	C44H86NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 36:1
788.617	788.6164	.0006	PC 36:1	C44H86NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 36:1
790.572	790.5745	.0025	PC O-38:7	C46H80NO7P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC O-38:7
792.552	792.5538	.0018	PC 37:6	C45H78NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 37:6
792.553	792.5538	.0008	PC 37:6	C45H78NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 37:6
792.553	792.5538	.0008	PC 37:6	C45H78NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 37:6
792.553	792.5538	.0008	PC 37:6	C45H78NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 37:6
792.553	792.5538	.0008	PC 37:6	C45H78NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 37:6
792.554	792.5538	.0002	PC 37:6	C45H78NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 37:6
792.554	792.5538	.0002	PC 37:6	C45H78NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 37:6
792.554	792.5538	.0002	PC 37:6	C45H78NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 37:6
792.554	792.5538	.0002	PC 37:6	C45H78NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 37:6
792.554	792.5538	.0002	PC 37:6	C45H78NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 37:6
792.554	792.5538	.0002	PC 37:6	C45H78NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 37:6
792.554	792.5538	.0002	PC 37:6	C45H78NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 37:6
792.554	792.5538	.0002	PC 37:6	C45H78NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 37:6
792.555	792.5538	.0012	PC 37:6	C45H78NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 37:6
792.589	792.5902	.0012	PC O-38:6	C46H82NO7P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC O-38:6
792.589	792.5902	.0012	PC O-38:6	C46H82NO7P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC O-38:6
792.589	792.5902	.0012	PC O-38:6	C46H82NO7P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC O-38:6
792.589	792.5902	.0012	PC O-38:6	C46H82NO7P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC O-38:6
792.589	792.5902	.0012	PC O-38:6	C46H82NO7P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC O-38:6
792.589	792.5902	.0012	PC O-38:6	C46H82NO7P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC O-38:6
792.589	792.5902	.0012	PC O-38:6	C46H82NO7P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC O-38:6
792.589	792.5902	.0012	PC O-38:6	C46H82NO7P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC O-38:6
792.589	792.5902	.0012	PC O-38:6	C46H82NO7P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC O-38:6
792.59	792.5902	.0002	PC O-38:6	C46H82NO7P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC O-38:6
792.59	792.5902	.0002	PC O-38:6	C46H82NO7P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC O-38:6
794.604	794.6058	.0018	PC O-38:5	C46H84NO7P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC O-38:5
794.604	794.6058	.0018	PC O-38:5	C46H84NO7P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC O-38:5
794.604	794.6058	.0018	PC O-38:5	C46H84NO7P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC O-38:5
794.604	794.6058	.0018	PC O-38:5	C46H84NO7P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC O-38:5
794.604	794.6058	.0018	PC O-38:5	C46H84NO7P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC O-38:5
794.604	794.6058	.0018	PC O-38:5	C46H84NO7P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC O-38:5
794.605	794.6058	.0008	PC O-38:5	C46H84NO7P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC O-38:5
796.582	796.5851	.0031	PC 37:4	C45H82NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 37:4
796.582	796.5851	.0031	PC 37:4	C45H82NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 37:4
798.563	798.5643	.0013	PC 36:4;O	C44H80NO9P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 36:4;O
798.563	798.5643	.0013	PC 36:4;O	C44H80NO9P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 36:4;O
804.553	804.5538	.0008	PC 38:7	C46H78NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 38:7
806.569	806.5694	.0004	PC 38:6	C46H80NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 38:6
806.569	806.5694	.0004	PC 38:6	C46H80NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 38:6
806.569	806.5694	.0004	PC 38:6	C46H80NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 38:6
806.569	806.5694	.0004	PC 38:6	C46H80NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 38:6
806.569	806.5694	.0004	PC 38:6	C46H80NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 38:6
806.57	806.5694	.0006	PC 38:6	C46H80NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 38:6
806.57	806.5694	.0006	PC 38:6	C46H80NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 38:6
806.57	806.5694	.0006	PC 38:6	C46H80NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 38:6
806.57	806.5694	.0006	PC 38:6	C46H80NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 38:6
806.57	806.5694	.0006	PC 38:6	C46H80NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 38:6
806.57	806.5694	.0006	PC 38:6	C46H80NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 38:6
806.57	806.5694	.0006	PC 38:6	C46H80NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 38:6
806.57	806.5694	.0006	PC 38:6	C46H80NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 38:6
806.571	806.5694	.0016	PC 38:6	C46H80NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 38:6
808.58	808.5851	.0051	PC 38:5	C46H82NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 38:5
808.584	808.5851	.0011	PC 38:5	C46H82NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 38:5
808.584	808.5851	.0011	PC 38:5	C46H82NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 38:5
808.584	808.5851	.0011	PC 38:5	C46H82NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 38:5
808.584	808.5851	.0011	PC 38:5	C46H82NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 38:5
808.584	808.5851	.0011	PC 38:5	C46H82NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 38:5
808.584	808.5851	.0011	PC 38:5	C46H82NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 38:5
808.584	808.5851	.0011	PC 38:5	C46H82NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 38:5
808.585	808.5851	.0001	PC 38:5	C46H82NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 38:5
808.585	808.5851	.0001	PC 38:5	C46H82NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 38:5
808.586	808.5851	.0009	PC 38:5	C46H82NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 38:5
810.6	810.6007	.0007	PC 38:4	C46H84NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 38:4
810.6	810.6007	.0007	PC 38:4	C46H84NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 38:4
810.6	810.6007	.0007	PC 38:4	C46H84NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 38:4
810.6	810.6007	.0007	PC 38:4	C46H84NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 38:4
810.6	810.6007	.0007	PC 38:4	C46H84NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 38:4
810.6	810.6007	.0007	PC 38:4	C46H84NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 38:4
810.6	810.6007	.0007	PC 38:4	C46H84NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 38:4
810.6	810.6007	.0007	PC 38:4	C46H84NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 38:4
810.6	810.6007	.0007	PC 38:4	C46H84NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 38:4
810.6	810.6007	.0007	PC 38:4	C46H84NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 38:4
810.6	810.6007	.0007	PC 38:4	C46H84NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 38:4
810.6	810.6007	.0007	PC 38:4	C46H84NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 38:4
810.6	810.6007	.0007	PC 38:4	C46H84NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 38:4
810.6	810.6007	.0007	PC 38:4	C46H84NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 38:4
810.6	810.6007	.0007	PC 38:4	C46H84NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 38:4
810.6	810.6007	.0007	PC 38:4	C46H84NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 38:4
810.6	810.6007	.0007	PC 38:4	C46H84NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 38:4
810.601	810.6007	.0003	PC 38:4	C46H84NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 38:4
810.601	810.6007	.0003	PC 38:4	C46H84NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 38:4
810.601	810.6007	.0003	PC 38:4	C46H84NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 38:4
810.601	810.6007	.0003	PC 38:4	C46H84NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 38:4
810.601	810.6007	.0003	PC 38:4	C46H84NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 38:4
810.601	810.6007	.0003	PC 38:4	C46H84NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 38:4
810.601	810.6007	.0003	PC 38:4	C46H84NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 38:4
810.601	810.6007	.0003	PC 38:4	C46H84NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 38:4
810.601	810.6007	.0003	PC 38:4	C46H84NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 38:4
810.601	810.6007	.0003	PC 38:4	C46H84NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 38:4
810.601	810.6007	.0003	PC 38:4	C46H84NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 38:4
810.601	810.6007	.0003	PC 38:4	C46H84NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 38:4
810.601	810.6007	.0003	PC 38:4	C46H84NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 38:4
810.601	810.6007	.0003	PC 38:4	C46H84NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 38:4
810.601	810.6007	.0003	PC 38:4	C46H84NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 38:4
810.602	810.6007	.0013	PC 38:4	C46H84NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 38:4
812.611	812.6164	.0054	PC 38:3	C46H86NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 38:3
812.614	812.6164	.0024	PC 38:3	C46H86NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 38:3
812.614	812.6164	.0024	PC 38:3	C46H86NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 38:3
812.615	812.6164	.0014	PC 38:3	C46H86NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 38:3
814.631	814.6320	.0010	PC 38:2	C46H88NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 38:2
814.631	814.6320	.0010	PC 38:2	C46H88NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 38:2
814.631	814.6320	.0010	PC 38:2	C46H88NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 38:2
814.631	814.6320	.0010	PC 38:2	C46H88NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 38:2
814.631	814.6320	.0010	PC 38:2	C46H88NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 38:2
814.631	814.6320	.0010	PC 38:2	C46H88NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 38:2
814.631	814.6320	.0010	PC 38:2	C46H88NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 38:2
814.631	814.6320	.0010	PC 38:2	C46H88NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 38:2
814.631	814.6320	.0010	PC 38:2	C46H88NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 38:2
814.631	814.6320	.0010	PC 38:2	C46H88NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 38:2
814.631	814.6320	.0010	PC 38:2	C46H88NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 38:2
816.646	816.6477	.0017	PC 38:1	C46H90NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 38:1
816.646	816.6477	.0017	PC 38:1	C46H90NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 38:1
816.647	816.6477	.0007	PC 38:1	C46H90NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 38:1
816.647	816.6477	.0007	PC 38:1	C46H90NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 38:1
826.594	826.5956	.0016	PC 38:4;O	C46H84NO9P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 38:4;O
826.595	826.5956	.0006	PC 38:4;O	C46H84NO9P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 38:4;O
830.553	830.5542	.0012	PC 36:4;O3	C44H80NO11P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 36:4;O3
836.615	836.6164	.0014	PC 40:5	C48H86NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 40:5
836.616	836.6164	.0004	PC 40:5	C48H86NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 40:5
836.617	836.6164	.0006	PC 40:5	C48H86NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 40:5
852.549	852.5538	.0048	PC 42:11	C50H78NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 42:11
862.624	862.6320	.0080	PC 42:6	C50H88NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 42:6
